Frecuencia,Parte Real,Parte Imaginaria
32.638889,2416.029339,33098.858098
32.652778,26784.341043,-1149.729395
32.666667,5596.933362,-20669.820753
32.680556,-9945.831383,-8570.265105
32.694444,-6784.536734,8853.894865
32.708333,-808.698829,698.105660
32.722222,-4726.968104,4502.539213
32.736111,8410.933938,8180.614506
32.750000,15216.951441,-8713.357145
32.763889,565.654267,-27957.922380
32.777778,-30706.842083,-7508.706133
32.791667,-12733.153052,40541.844778
32.805556,34078.410292,23045.917469
32.819444,22886.434044,-31487.632688
32.833333,-19990.927365,-17007.202847
32.847222,-11271.846143,6616.952883
32.861111,-7766.138999,5729.785619
32.875000,2669.425676,15887.148780
32.888889,19582.430423,4304.833929
32.902778,17989.516162,-20496.558975
32.916667,-21065.747354,-22457.187409
32.930556,-30382.594173,17793.551879
32.944444,15121.055938,46183.179621
32.958333,49726.289871,-10068.808497
32.972222,-8530.394197,-54239.785780
32.986111,-45124.825162,304.447621
33.000000,-6104.743432,41231.514948
33.013889,29415.546300,14741.453171
33.027778,17583.467652,-15346.809147
33.041667,-7303.985664,-18405.892065
33.055556,-16306.214874,-3062.935271
33.069444,-5515.544359,15050.175956
33.083333,10636.929392,7941.568849
33.097222,6531.059139,-9235.593499
33.111111,-10648.709027,-4368.173305
33.125000,-4892.634947,13783.390415
33.138889,17807.377345,3007.493421
33.152778,285.051342,-18534.560888
33.166667,-17043.061535,8154.159897
33.180556,6107.325475,6280.561470
33.194444,-1792.244399,-10601.812774
33.208333,-4571.080914,2137.010450
33.222222,3508.505659,6574.594120
33.236111,3530.332993,-227.120445
33.250000,-1400.570194,-6789.814628
33.263889,-3839.853956,-6179.934712
33.277778,-7964.652549,539.880450
33.291667,-4832.254898,9600.127411
33.305556,9905.236733,4883.041398
33.319444,5248.901874,-8375.638191
33.333333,-6001.850831,1606.279061
33.347222,4242.585650,-5649.527987
33.361111,-6178.424942,-9312.722394
33.375000,-6886.545555,4750.451988
33.388889,-2662.952836,12386.741486
33.402778,12028.688357,9944.928368
33.416667,12345.438377,-8262.615014
33.430556,-3997.358914,-14691.848045
33.444444,-11248.138624,-1590.682892
33.458333,-11518.910474,6408.009099
33.472222,1981.805718,15013.879896
33.486111,14756.083595,-530.600683
33.500000,-699.454338,-11203.008631
33.513889,-3293.745243,-7905.334556
33.527778,-9853.466530,2305.925578
33.541667,-376.040873,18530.861764
33.555556,16664.825512,1546.462435
33.569444,292.856921,-20706.119621
33.583333,-12015.966764,-7670.894597
33.597222,-11599.014028,8624.521972
33.611111,5628.171914,21617.499953
33.625000,26348.846920,-4108.456790
33.638889,3646.043497,-24892.636621
33.652778,-18256.335136,-5366.516466
33.666667,-15140.603082,2198.746999
33.680556,-372.593438,15335.521880
33.694444,6409.992406,12589.682570
33.708333,20165.732026,9800.224261
33.722222,19442.148027,-32136.626295
33.736111,-38788.918000,-35561.099245
33.750000,-29943.262753,45250.437046
33.763889,42246.242602,31028.561351
33.777778,25165.837916,-33942.879322
33.791667,-29110.712644,-27076.301017
33.805556,-27737.696431,16684.225639
33.819444,12931.205463,42718.746537
33.833333,52175.750360,-12426.017246
33.847222,-12736.375845,-55244.246412
33.861111,-60644.200370,1135.957302
33.875000,-10247.631806,69709.127142
33.888889,61224.940397,18003.788805
33.902778,29734.065487,-51237.503944
33.916667,-35145.855425,-33789.628897
33.930556,-34725.130425,25537.675797
33.944444,5456.543613,30125.701614
33.958333,24413.481196,-1784.313730
33.972222,-736.843709,-21856.938445
33.986111,-13201.343804,11358.496796
34.000000,16297.461012,5545.299095
34.013889,5240.194456,-20379.676547
34.027778,-19350.644147,-15729.777695
34.041667,-11673.065413,19948.084578
34.055556,8459.187235,15463.005610
34.069444,20737.036048,7610.748035
34.083333,15456.477804,-25864.752061
34.097222,-31301.387511,-18495.006242
34.111111,-18878.430153,32757.383588
34.125000,37612.547966,16992.956778
34.138889,14834.907907,-41320.565993
34.152778,-38342.768659,-15721.828952
34.166667,-24151.192670,37724.358873
34.180556,42170.740324,28509.451977
34.194444,34291.308235,-41942.926618
34.208333,-29302.944467,-29978.499254
34.222222,-34609.507811,14051.138176
34.236111,-2382.608928,35349.984330
34.250000,32014.963838,17608.463358
34.263889,31860.395533,-31432.575558
34.277778,-34181.754615,-40713.337730
34.291667,-38510.294785,34823.073927
34.305556,29300.231290,41151.295222
34.319444,39725.460511,-23489.861969
34.333333,-24407.496232,-49540.978498
34.347222,-49415.563096,30396.813649
34.361111,31318.798165,50440.898235
34.375000,52796.900719,-21235.578292
34.388889,-23296.852149,-51834.017150
34.402778,-39166.781616,16390.144345
34.416667,-2300.104696,27430.284010
34.430556,11093.477397,4631.841244
34.444444,15884.689428,7625.749927
34.458333,10556.530981,-19689.695670
34.472222,-9747.196202,-12937.576712
34.486111,-21286.889311,-1313.896708
34.500000,-3152.324746,19234.754269
34.513889,14232.535733,6687.660164
34.527778,9745.691700,-8365.052007
34.541667,-8656.060691,-1339.617831
34.555556,4890.424835,8818.780530
34.569444,13109.093298,-19075.718869
34.583333,-27929.419826,-16134.816681
34.597222,-23044.030534,32268.776986
34.611111,26745.134562,33792.149312
34.625000,36640.118491,-20661.022995
34.638889,-7596.719224,-47502.266234
34.652778,-38372.539655,-9003.285306
34.666667,-24270.782164,37779.945548
34.680556,39060.141722,39262.574978
34.694444,44797.966256,-34209.391382
34.708333,-30707.115671,-50132.528555
34.722222,-48673.798806,19722.253933
34.736111,11085.354799,41472.828926
34.750000,43449.427049,-5097.604929
34.763889,2682.491471,-45703.187434
34.777778,-49335.664267,-9173.030908
34.791667,-16209.171838,52312.324348
34.805556,63411.321508,22308.204515
34.819444,35913.085553,-55902.770272
34.833333,-55904.906529,-42059.295415
34.847222,-51953.869395,47662.564394
34.861111,34013.619977,48619.842262
34.875000,50659.979357,-14229.447840
34.888889,6638.156207,-40666.517282
34.902778,-33409.417826,-13410.799887
34.916667,-26803.424375,10837.282093
34.930556,-7704.666232,31264.463419
34.944444,37001.830750,24865.760316
34.958333,35221.790628,-35170.200056
34.972222,-30903.395756,-39273.338736
34.986111,-45599.283875,27201.939562
35.000000,16821.984495,39700.666035
35.013889,34851.027249,-11020.223117
35.027778,54.277905,-29906.927695
35.041667,-23765.066308,-650.224635
35.055556,-2317.571797,15469.885822
35.069444,5926.497107,6262.403996
35.083333,12512.322990,2765.883201
35.097222,8884.963895,-17121.736472
35.111111,-16578.130251,-11300.450353
35.125000,-11018.043384,19563.135337
35.138889,7901.049082,10318.233975
35.152778,11160.663165,4505.775706
35.166667,13617.639981,-11154.557126
35.180556,-7379.808599,-24571.892234
35.194444,-23634.885429,8662.578342
35.208333,-1439.329135,19961.769048
35.222222,13193.148068,5948.914977
35.236111,11806.065449,-11864.962429
35.250000,-8948.953183,-13137.759028
35.263889,-8869.245302,-307.217268
35.277778,-4203.738206,10951.863505
35.291667,8610.721644,8777.650084
35.305556,11145.761922,-3526.308342
35.319444,-7355.852773,-13826.505078
35.333333,-6195.819611,-1438.822901
35.347222,-7288.663397,11498.532424
35.361111,325.291318,21404.147567
35.375000,24649.893479,1947.615460
35.388889,8820.462283,-36607.824150
35.402778,-41422.918625,-17679.587576
35.416667,-25875.818210,42669.302402
35.430556,36874.051865,36643.410929
35.444444,48592.948948,-31465.794097
35.458333,-25479.677715,-50629.740703
35.472222,-50314.163714,4515.900775
35.486111,-11005.527619,49923.949377
35.500000,51362.443311,19940.399151
35.513889,27205.135949,-42975.879671
35.527778,-35176.031412,-25390.645686
35.541667,-28010.730913,20214.684067
35.555556,10461.689580,19875.275268
35.569444,17398.218667,-999.793302
35.583333,437.586004,-13547.904462
35.597222,-11771.442503,-4681.647412
35.611111,-8777.653014,7272.988731
35.625000,12493.937361,6464.059619
35.638889,4805.154266,-11773.880585
35.652778,-10791.223662,2610.122544
35.666667,5449.892832,2208.849247
35.680556,3926.257025,-3160.812081
35.694444,-9112.278826,-7016.591733
35.708333,-7238.192706,8031.400221
35.722222,14208.150686,11079.768644
35.736111,11371.665438,-20333.783700
35.750000,-19908.929654,-7311.118319
35.763889,-3562.194012,14338.584162
35.777778,8065.898067,3860.238740
35.791667,3241.676614,-2445.767530
35.805556,2810.835779,-4350.003213
35.819444,-5851.271920,-7719.247001
35.833333,-11745.639526,4795.656034
35.847222,1565.690715,16866.324023
35.861111,24715.156962,-3736.170801
35.875000,-1141.471845,-24257.123099
35.888889,-23992.380896,5824.864833
35.902778,-5342.038983,21881.937846
35.916667,20331.130423,8112.172254
35.930556,22510.152025,-26275.520726
35.944444,-21636.674954,-20720.681529
35.958333,-21989.678270,19395.846124
35.972222,9396.391074,25555.456813
35.986111,25373.922806,-3398.313531
36.000000,4020.235174,-27547.963070
36.013889,-28147.173004,-2891.418495
36.027778,-4006.390155,22624.672312
36.041667,15949.728698,3174.375735
36.055556,6240.009158,-8591.623895
36.069444,-9228.843371,-11468.722795
36.083333,-9178.503549,12370.250573
36.097222,16467.031361,8970.196548
36.111111,8801.804629,-13366.518252
36.125000,-11283.867936,-8858.360513
36.138889,-8456.874807,8558.576791
36.152778,4901.708091,4185.018325
36.166667,3575.358861,3421.919819
36.180556,12165.192299,4528.362944
36.194444,11517.363797,-12116.606392
36.208333,-15812.477718,-16664.714338
36.222222,-19286.783396,17848.487429
36.236111,9299.768720,20265.704044
36.250000,24097.471121,-2993.807097
36.263889,-2021.226533,-18609.221460
36.277778,-16963.078796,3150.625288
36.291667,371.510599,7595.833554
36.305556,9886.048844,-8871.991957
36.319444,-13705.852725,-5181.104120
36.333333,-6795.631977,15435.095565
36.347222,22644.192923,9699.726468
36.361111,19713.437084,-25589.607430
36.375000,-35618.485188,-22824.834367
36.388889,-21202.555807,27918.966778
36.402778,19302.071196,18839.924683
36.416667,16828.704717,-7816.484978
36.430556,-6120.718465,-13354.791836
36.444444,-6043.396601,1166.363456
36.458333,1925.038998,-4207.059255
36.472222,-5941.379251,106.317610
36.486111,-1907.350959,11203.383586
36.500000,8865.118025,2662.194524
36.513889,-1122.703997,-13126.940293
36.527778,-15461.190793,2249.852607
36.541667,10537.781272,19959.078412
36.555556,26381.135618,-15527.589375
36.569444,-22578.786331,-26189.800325
36.583333,-27881.055638,19415.990390
36.597222,12366.813305,30191.834272
36.611111,38370.468992,-8169.346793
36.625000,-2043.898266,-39321.623724
36.638889,-33866.923290,970.400900
36.652778,-5600.930692,26772.118255
36.666667,21422.305638,10142.726412
36.680556,10007.593897,-17812.511568
36.694444,-12953.361625,-8684.895224
36.708333,-3748.355857,12826.735678
36.722222,14711.973181,-1175.218276
36.736111,-450.229819,-12822.518050
36.750000,-15904.253641,7550.694425
36.763889,7157.793085,13028.303861
36.777778,10006.812167,-8030.736245
36.791667,-11903.165688,-4867.949739
36.805556,1674.379899,15428.969290
36.819444,12418.013389,-8362.317910
36.833333,-5126.385439,-11965.649826
36.847222,-13988.204887,541.248785
36.861111,-11622.165122,20197.545063
36.875000,21686.028489,15141.632836
36.888889,13553.280566,-16579.831581
36.902778,-11534.539492,-11906.649879
36.916667,-8084.702930,5432.645585
36.930556,3450.305608,-11331.914122
36.944444,-23237.426461,4523.011823
36.958333,3202.590688,35934.004709
36.972222,37842.705635,168.157561
36.986111,14973.960430,-43738.006186
37.000000,-48654.147838,-33833.695243
37.013889,-34247.249676,53872.328310
37.027778,42063.056941,36660.081871
37.041667,41056.854212,-28854.566385
37.055556,-16011.561880,-43491.822979
37.069444,-43145.320025,8045.739737
37.083333,7593.562316,33708.269133
37.097222,18172.203435,2118.803782
37.111111,10293.023945,-4743.414075
37.125000,1287.218382,-18616.379745
37.138889,-18696.484652,-15931.780213
37.152778,-22377.336878,27292.574475
37.166667,28409.683929,31986.699954
37.180556,34413.241247,-24560.571857
37.194444,-13150.173231,-44196.212795
37.208333,-45556.763521,6016.880445
37.222222,-4134.464035,39735.820423
37.236111,31209.170558,19965.683865
37.250000,30234.127962,-21688.728405
37.263889,-7147.306754,-29616.046414
37.277778,-32514.249319,-12771.792668
37.291667,-25921.304965,25897.122829
37.305556,18483.824367,39284.633145
37.319444,45008.749862,-9110.897988
37.333333,-3757.812245,-47639.006379
37.347222,-53501.754636,-7634.089248
37.361111,-14301.824608,50618.011411
37.375000,52602.323259,17354.358618
37.388889,17778.828235,-48055.066730
37.402778,-45492.019008,-16694.387413
37.416667,-17867.723740,35434.544881
37.430556,23764.528260,17109.023474
37.444444,14321.105959,-11595.010479
37.458333,-207.315269,-14467.987849
37.472222,-8731.372883,-451.611852
37.486111,-4471.502879,788.902920
37.500000,-7552.373767,-3967.490504
37.513889,-5559.432685,12561.536809
37.527778,21954.825967,15556.731957
37.541667,26951.339245,-20985.387074
37.555556,-19506.005509,-29132.266373
37.569444,-37949.302664,9241.058124
37.583333,9032.757525,31818.196514
37.597222,25091.168174,4426.989524
37.611111,13946.174633,-17787.440848
37.625000,-6958.728967,-13844.355125
37.638889,-14431.283136,3688.330318
37.652778,-1291.825512,12017.544433
37.666667,-4040.130610,-742.259201
37.680556,1133.094636,9330.198136
37.694444,18177.346029,2463.132342
37.708333,-606.066869,-16544.311414
37.722222,-27502.390855,-4209.568905
37.736111,-10149.702474,27976.570723
37.750000,35867.808195,13085.676102
37.763889,15842.008319,-39657.031513
37.777778,-37834.333101,-15918.711996
37.791667,-27486.523876,32613.196302
37.805556,32138.658318,26757.323428
37.819444,22566.319803,-15711.170859
37.833333,6763.370607,-16441.562434
37.847222,-14087.919222,-27224.904686
37.861111,-48075.840685,14178.217501
37.875000,7649.103768,54259.606080
37.888889,50596.479643,-6343.609530
37.902778,7848.291089,-36322.806009
37.916667,-23732.989933,-17968.940963
37.930556,-29796.738863,6213.491907
37.944444,-6524.647047,29379.679415
37.958333,28780.567568,24727.824547
37.972222,37258.643376,-23395.623723
37.986111,-12065.051146,-39052.506734
38.000000,-46666.534749,5815.292643
38.013889,-1052.688847,40432.695147
38.027778,30297.072027,5223.765702
38.041667,11078.623249,-29229.698732
38.055556,-16021.209882,-12480.930763
38.069444,-11229.547605,8969.275750
38.083333,-2803.005737,9147.062704
38.097222,5174.394267,10369.497371
38.111111,24170.897965,2074.889742
38.125000,12872.337616,-32014.036098
38.138889,-37032.282573,-19790.308507
38.152778,-30411.274763,36300.358059
38.166667,30499.305437,37088.294044
38.180556,40731.607455,-21912.610181
38.194444,-7970.249528,-39737.631646
38.208333,-32054.153363,-7047.778998
38.222222,-21464.938287,25195.006475
38.236111,14060.472869,35467.156427
38.250000,33378.506601,-6048.366285
38.263889,8958.702577,-33732.183156
38.277778,-25063.925940,-19846.834279
38.291667,-21656.112948,13918.243835
38.305556,1743.878188,26462.946347
38.319444,26594.457617,10156.087527
38.333333,16308.139297,-21760.381766
38.347222,-14130.271329,-21723.807735
38.361111,-19908.937086,5940.014305
38.375000,-885.815764,16695.785148
38.388889,14133.202869,8034.628608
38.402778,12024.647883,-7854.479061
38.416667,-2279.247890,-15346.330043
38.430556,-14030.513369,-2371.561402
38.444444,-3212.931543,16108.854300
38.458333,13676.100953,1567.530894
38.472222,-1544.425810,-4674.898883
38.486111,4360.274653,-5493.532942
38.500000,-6867.228646,-10560.499702
38.513889,-17414.894667,11511.764155
38.527778,13548.073808,21707.065010
38.541667,15999.284791,-12422.379970
38.555556,-10354.079640,-13283.710892
38.569444,-7931.861914,-246.107991
38.583333,-8133.154620,-2982.449604
38.597222,-9837.854557,17575.787150
38.611111,21906.085049,18518.001815
38.625000,18269.444349,-25631.648586
38.638889,-23461.360005,-23892.923990
38.652778,-19519.259616,14186.442631
38.666667,11948.760554,21026.432516
38.680556,19367.394641,-7440.102298
38.694444,-4962.689176,-8580.609327
38.708333,1824.926933,3457.213448
38.722222,83.053902,-12707.816195
38.736111,-17279.281816,-1688.739184
38.750000,-6731.478832,24221.700585
38.763889,28527.874056,13444.805711
38.777778,18923.501257,-26224.388705
38.791667,-23247.656734,-29339.007942
38.805556,-33715.071968,13150.201828
38.819444,6225.852147,42836.546066
38.833333,44098.458189,1698.996168
38.847222,14581.638545,-35461.340593
38.861111,-26396.627955,-26589.267140
38.875000,-35423.949505,17950.633296
38.888889,5804.198210,42942.501051
38.902778,46022.661540,13753.967757
38.916667,25331.279250,-41439.730324
38.930556,-35390.672846,-29334.089825
38.944444,-33643.571206,17969.297915
38.958333,968.818911,37444.015817
38.972222,37160.965533,17967.373737
38.986111,25473.345350,-28756.102019
39.000000,-25011.350708,-34235.050713
39.013889,-38949.605984,7919.436932
39.027778,-4696.493214,33658.362730
39.041667,28249.682798,18959.565157
39.055556,31113.457441,-19062.717367
39.069444,-9225.690056,-39079.452836
39.083333,-41749.478112,-4181.722448
39.097222,-22089.067207,38578.225254
39.111111,39772.167216,37811.312344
39.125000,51885.850989,-36495.968960
39.138889,-29301.668199,-54818.750836
39.152778,-54029.079137,14954.368599
39.166667,160.645500,50475.138109
39.180556,42309.270650,10307.838113
39.194444,20020.187739,-30476.364365
39.208333,-17692.015349,-28830.913264
39.222222,-33250.160875,7759.587694
39.236111,-9926.771902,31060.722282
39.250000,23772.950273,15101.569872
39.263889,25106.680609,-14662.183754
39.277778,476.114803,-26539.603214
39.291667,-35825.299592,-12684.688005
39.305556,-26991.669818,38794.922160
39.319444,37274.079005,21903.640927
39.333333,26875.129813,-31707.701252
39.347222,-21198.999009,-30575.440386
39.361111,-28966.399637,17627.321118
39.375000,8616.383449,24569.945014
39.388889,28946.808182,-8630.576537
39.402778,-6070.074962,-19776.400309
39.416667,-12462.305124,5795.500436
39.430556,4795.994446,5589.580044
39.444444,-687.900973,-6921.055295
39.458333,-9987.959759,4906.853038
39.472222,4596.603760,13493.925426
39.486111,23301.605352,-8161.083090
39.500000,-72.225340,-28950.058486
39.513889,-32636.127989,4615.865377
39.527778,-613.489052,33120.773279
39.541667,26493.446108,2005.616312
39.555556,9499.408196,-21718.497967
39.569444,-21378.376964,-8475.190169
39.583333,-6510.688794,12926.008412
39.597222,6781.221755,-1930.582733
39.611111,-1998.852063,-864.696379
39.625000,1003.442386,6693.542503
39.638889,11908.254347,504.576023
39.652778,131.665615,-10866.700926
39.666667,-4535.931544,-4839.674600
39.680556,-13020.857878,74.543333
39.694444,-3675.853518,21167.083741
39.708333,21135.709702,7593.506919
39.722222,15700.503122,-18071.768235
39.736111,-23501.386435,-18008.359334
39.750000,-15141.758530,20240.340145
39.763889,10153.329045,7700.997663
39.777778,6156.813255,-3149.191495
39.791667,606.965005,-7992.603809
39.805556,-8340.335236,373.901744
39.819444,3747.480517,10190.333544
39.833333,4591.546138,-11523.311758
39.847222,-15380.731226,2721.361955
39.861111,12802.192657,9647.351707
39.875000,7262.038471,-10765.972941
39.888889,-11356.926634,-1221.682747
39.902778,-5579.506622,11556.601980
39.916667,9391.217245,3303.135644
39.930556,6520.335035,-4861.949206
39.944444,894.128998,-12767.571485
39.958333,-17977.735695,-5433.000567
39.972222,-13265.061611,19322.900043
39.986111,22386.556530,21002.991152
40.000000,24659.222516,-22582.033055
40.013889,-17903.111907,-35309.517597
40.027778,-35108.159867,14699.525324
40.041667,14189.111449,34600.700924
40.055556,24364.366404,-5968.395049
40.069444,-1633.725809,-13173.980190
40.083333,-1765.590126,-9058.816969
40.097222,-10348.878109,-3025.996241
40.111111,-6377.322503,15111.355821
40.125000,10583.139840,4355.355129
40.138889,1233.400579,-7153.355412
40.152778,-5306.864144,3344.500765
40.166667,5923.716390,-4589.685066
40.180556,-2210.794734,-7311.813968
40.194444,-12074.080466,6368.737497
40.208333,5345.623306,13255.412423
40.222222,16261.302086,-3154.381776
40.236111,4962.045299,-20435.629829
40.250000,-25861.869900,-9692.201442
40.263889,-8696.066041,30848.109559
40.277778,30775.948469,5242.075341
40.291667,2554.963474,-21200.832023
40.305556,-12005.847010,-3747.847651
40.319444,-2713.460842,5122.105484
40.333333,-4403.148108,3049.420435
40.347222,-2923.383042,7385.589081
40.361111,10575.151159,10684.001396
40.375000,20093.076280,-13656.643901
40.388889,-10397.956664,-30366.957780
40.402778,-33094.053056,5810.148678
40.416667,-10236.381648,42830.088908
40.430556,48117.242884,26100.529292
40.444444,33680.550830,-49112.264211
40.458333,-46603.166392,-50068.893472
40.472222,-52028.411788,43401.170092
40.486111,31544.291753,56712.472835
40.500000,58100.350371,-19295.691074
40.513889,-8453.236483,-55464.158577
40.527778,-54915.906638,-4574.769366
40.541667,-8690.879606,57819.883659
40.555556,59558.244776,3188.406161
40.569444,-3763.837808,-45075.339250
40.583333,-31224.826614,5338.981638
40.597222,1930.601871,16327.645483
40.611111,4681.306412,-1692.295911
40.625000,-2840.777419,1938.597631
40.638889,3722.087684,7666.273558
40.652778,17564.747474,-13290.596032
40.666667,-17937.466296,-27245.409737
40.680556,-24061.707125,20307.561200
40.694444,11660.761628,24238.882086
40.708333,20408.060814,-1261.416173
40.722222,13526.957537,-20648.340549
40.736111,-19802.495801,-23493.354986
40.750000,-31346.032477,11978.601979
40.763889,6711.992155,29305.226204
40.777778,39027.156764,5041.920828
40.791667,13301.157126,-34826.002481
40.805556,-30998.568968,-21284.658257
40.819444,-30504.140821,30546.552614
40.833333,29261.693542,30313.144820
40.847222,28838.300386,-20329.382655
40.861111,-14475.281666,-25649.692641
40.875000,-27914.003157,7786.438428
40.888889,553.663458,22174.390258
40.902778,21478.968347,2806.884628
40.916667,1666.882344,-23785.603850
40.930556,-7193.806576,-3388.702576
40.944444,-1453.234891,2277.005967
40.958333,-7190.245437,7082.683130
40.972222,843.384735,16483.231294
40.986111,15291.013670,-488.819408
41.000000,3062.640051,-15211.641497
41.013889,-11708.031107,-12665.057356
41.027778,-16267.619036,14222.868237
41.041667,15102.067435,10633.501445
41.055556,7745.206562,-8949.121530
41.069444,-4468.003128,-3789.266020
41.083333,5090.865971,526.264007
41.097222,-4663.748343,-216.709667
41.111111,-3081.222818,13035.854601
41.125000,8902.157837,-1856.560455
41.138889,4527.489914,-12774.861248
41.152778,-16081.348638,-4320.788895
41.166667,-4191.740579,21502.101342
41.180556,17689.008618,5416.147612
41.194444,10556.668315,-20418.898331
41.208333,-26326.079369,-15211.975636
41.222222,-13042.631081,22107.138852
41.236111,23236.633337,14844.733480
41.250000,23829.374156,-10733.516882
41.263889,-10097.683946,-23738.445983
41.277778,-34243.223434,10231.708544
41.291667,11880.365366,34001.955292
41.305556,32744.934736,-7302.114638
41.319444,-3149.823353,-34083.288752
41.333333,-43621.944983,1326.482751
41.347222,-588.047369,43670.620128
41.361111,45057.732641,720.329106
41.375000,7415.666889,-39493.148985
41.388889,-31810.283254,-16756.925010
41.402778,-28524.328768,32753.312277
41.416667,26519.580987,35517.145555
41.430556,39303.738051,-16473.919080
41.444444,-12589.784308,-45338.165375
41.458333,-47140.972993,5434.080516
41.472222,-2462.408512,50292.145236
41.486111,47176.171459,7774.603427
41.500000,9390.659880,-45426.751715
41.513889,-35711.877571,-19502.753847
41.527778,-29140.220956,28021.088347
41.541667,19897.616322,30386.501305
41.555556,35275.235477,-12440.098940
41.569444,-1280.176583,-36906.420471
41.583333,-33520.024040,-5122.146178
41.597222,-14698.204360,24525.128423
41.611111,17096.278264,16154.458980
41.625000,22583.005488,-7180.426513
41.638889,1040.338779,-19567.353149
41.652778,-22325.862162,-8600.659989
41.666667,-14779.086207,14093.966373
41.680556,7990.516700,14761.652052
41.694444,16966.140721,-3106.287112
41.708333,2846.545443,-14930.933239
41.722222,-10280.483339,-7243.723005
41.736111,-10799.332903,2001.684390
41.750000,3377.652465,12925.393297
41.763889,11107.578976,668.629250
41.777778,6398.879916,-9215.911184
41.791667,-3907.053094,-3263.873190
41.805556,-10810.742107,1414.240127
41.819444,-2010.344907,9800.392629
41.833333,15873.206148,8774.987194
41.847222,13599.134644,-17790.986128
41.861111,-20644.980429,-13949.113238
41.875000,-16432.159778,20325.075898
41.888889,11607.489017,17211.616632
41.902778,19836.165675,-8621.087312
41.916667,-4324.588138,-12607.495693
41.930556,-4762.774266,2243.964277
41.944444,-8926.482661,1618.342427
41.958333,-5944.936203,7260.630698
41.972222,6864.090994,9362.430797
41.986111,15253.115617,-10005.124962
42.000000,-2834.269265,-9769.398904
42.013889,-5504.650318,111.462874
42.027778,-6888.886536,-1112.777605
42.041667,-9991.373438,3789.696835
42.055556,11526.110459,15775.148037
42.069444,16099.324263,-5678.218679
42.083333,7345.823374,-15792.327279
42.097222,-15457.016148,-16864.832208
42.111111,-21098.189169,13822.114879
42.125000,12198.561682,28174.065079
42.138889,23554.506160,-6413.277575
42.152778,996.016499,-19993.661791
42.166667,-16138.337925,-3050.990599
42.180556,-11138.303505,15906.453192
42.194444,13864.170610,13034.968921
42.208333,19222.672413,-12512.881289
42.222222,-164.516492,-17969.102137
42.236111,-20155.633018,-5371.523112
42.250000,-17777.928977,23385.889921
42.263889,14641.657813,18336.734073
42.277778,24365.335340,-6931.244629
42.291667,8445.527479,-31004.142794
42.305556,-31285.726842,-20906.143456
42.319444,-29807.020853,23281.992241
42.333333,11479.071883,31935.278667
42.347222,35447.389547,4602.929693
42.361111,18353.843244,-36202.781498
42.375000,-25847.561446,-29101.344888
42.388889,-36259.467097,17417.294140
42.402778,5755.335125,40015.737836
42.416667,37440.037358,4587.829914
42.430556,11896.019654,-36169.188384
42.444444,-27389.084970,-17889.535529
42.458333,-19829.128691,21365.022112
42.472222,14843.238232,16166.533442
42.486111,7727.002454,-6570.554025
42.500000,3961.723202,-6855.318791
42.513889,-3638.234220,-13391.817797
42.527778,-11515.100976,3602.060217
42.541667,-3611.841200,19605.478715
42.555556,20182.374621,11071.013833
42.569444,10925.393142,-15381.417817
42.583333,-10791.478270,-16389.010116
42.597222,-15019.135607,2522.955206
42.611111,-10459.237704,14068.830344
42.625000,2323.375436,21133.493303
42.638889,32031.708691,7999.063496
42.652778,15330.948126,-38767.663897
42.666667,-38602.508528,-21833.514835
42.680556,-28358.105703,25185.659269
42.694444,12908.937575,29165.322348
42.708333,28924.632736,4011.008217
42.722222,11027.474549,-23418.170326
42.736111,-10196.551339,-18962.467695
42.750000,-24355.025640,-4433.347442
42.763889,-16336.722507,25976.903050
42.777778,25003.008024,26223.785405
42.791667,37937.262666,-20930.450794
42.805556,-12001.821203,-43882.175495
42.819444,-49525.144920,2364.075521
42.833333,-8058.463623,49441.926472
42.847222,46713.220017,16350.344292
42.861111,24707.622577,-35936.012683
42.875000,-25271.619685,-31655.156657
42.888889,-33846.314212,7528.502405
42.902778,-7164.605118,35894.889413
42.916667,37571.216063,25683.254491
42.930556,30498.421532,-28591.347166
42.944444,-19544.279237,-40474.797888
42.958333,-47057.016468,1859.112849
42.972222,-11950.365794,47679.060174
42.986111,45779.484582,30909.833634
43.000000,45796.772827,-37903.903016
43.013889,-32812.590002,-60394.698600
43.027778,-67844.475674,23333.832601
43.041667,6787.763182,71075.238557
43.055556,72023.128395,7512.962693
43.069444,16886.235785,-68029.673269
43.083333,-56413.591547,-25743.106786
43.097222,-34092.793477,39746.981385
43.111111,25576.381348,36391.015095
43.125000,30954.830214,-12914.153557
43.138889,7573.978643,-19952.570555
43.152778,-8086.853705,-19746.529110
43.166667,-29700.447583,-5056.683577
43.180556,-16599.992989,28982.813533
43.194444,22064.924756,25525.340765
43.208333,38349.891906,-15682.999626
43.222222,-3886.525407,-38678.237877
43.236111,-33961.324041,-4775.755254
43.250000,-14381.078924,27128.170969
43.263889,18721.680550,21657.875395
43.277778,29415.476460,-4923.652795
43.291667,4751.114079,-34806.253573
43.305556,-39563.059872,-6848.813768
43.319444,-8647.483339,41153.382580
43.333333,38526.231583,7693.908536
43.347222,6427.214113,-31935.369693
43.361111,-22603.727124,-834.999744
43.375000,2808.561355,10727.842731
43.388889,-60.574723,-4955.154866
43.402778,-11601.609624,16170.553764
43.416667,21661.359360,11397.863149
43.430556,20697.528702,-23099.798937
43.444444,-25313.634207,-28695.464209
